bizesId,bizesNm,indsLclsNm,indsMclsNm,signguNm,source_adm_cd2,source_adong_nm,polygon_adm_cd2,polygon_adm_nm,lon,lat,boundary_distance_m
MA010120220812656271,씨에스기획,과학·기술,광고,중구,2711056500,성내1동,2711069000,대구광역시 중구 대봉2동,128.598203345693,35.8600522216452,18.744454099081995
MA010120220812765117,일산인테리어,과학·기술,전문 디자인,동구,2714062000,불로.봉무동,2714064000,대구광역시 동구 지저동,128.635053388093,35.8981969862089,182.98667962134016
MA010120220812740168,예감굿,소매,섬유·의복·신발 소매,중구,2711057500,성내2동,2711065000,대구광역시 중구 남산2동,128.593342554172,35.864424266825,188.59244919554598
MA010120220812843534,존샘미트,소매,식료품 소매,동구,2714062000,불로.봉무동,2714064000,대구광역시 동구 지저동,128.634935487336,35.8962341204653,400.9556813842904
MA010120220812865462,딥인사이드,소매,섬유·의복·신발 소매,달서구,2729055000,두류3동,2717054000,대구광역시 서구 내당4동,128.556608440642,35.8575525617758,4.0755196487042324
MA010120220812739341,오늘에떡볶이,음식,기타 간이,중구,2711057500,성내2동,2711065000,대구광역시 중구 남산2동,128.593342554172,35.864424266825,188.59244919554598
MA010120220812758843,태리홀릭,소매,섬유·의복·신발 소매,남구,2720054000,봉덕2동,2720055000,대구광역시 남구 봉덕3동,128.60066719033,35.8372384652088,31.78621622518211
MA010120220812825244,유신양행,소매,종합 소매,중구,2711057500,성내2동,2711065000,대구광역시 중구 남산2동,128.593342554172,35.864424266825,188.59244919554598
MA010120220812824891,로민헤어,수리·개인,이용·미용,중구,2711056500,성내1동,2711069000,대구광역시 중구 대봉2동,128.597851007201,35.8601470234688,4.099558592308631
MA010120220812830776,반월당닭강정,음식,기타 간이,중구,2711057500,성내2동,2711065000,대구광역시 중구 남산2동,128.593342554172,35.864424266825,188.59244919554598
MA010120220812840773,보담,음식,비알코올 ,달서구,2729057100,용산1동,2729056300,대구광역시 달서구 죽전동,128.533621874459,35.8509363840684,3.1065101776845756
MA010120220812815865,건축사사무소혜안건축,과학·기술,기술 서비스,수성구,2726051000,범어1동,2726060200,대구광역시 수성구 황금2동,128.625694477345,35.8494193050305,24.764764388399897
MA010120220812757605,비무드,소매,섬유·의복·신발 소매,중구,2711056500,성내1동,2711054500,대구광역시 중구 삼덕동,128.596563810942,35.8666163278878,46.47634385738061
MA010120220812944842,겔러리,소매,섬유·의복·신발 소매,중구,2711057500,성내2동,2711065000,대구광역시 중구 남산2동,128.593342554172,35.864424266825,188.59244919554598
MA010120220813032942,코지다이닝,음식,서양식,남구,2720057100,대명2동,2720060000,대구광역시 남구 대명5동,128.586778582918,35.8489213364009,0.38520328142545174
MA010120220812879073,반월당닭강정,음식,기타 간이,중구,2711057500,성내2동,2711065000,대구광역시 중구 남산2동,128.593342554172,35.864424266825,188.59244919554598
MA010120220812968478,마카국밥국수,음식,한식,동구,2714065500,동촌동,2714064000,대구광역시 동구 지저동,128.643725009217,35.8928249788637,19.488929305828446
MA010120220812955461,에이미어블,소매,섬유·의복·신발 소매,달서구,2729055000,두류3동,2717054000,대구광역시 서구 내당4동,128.556608440642,35.8575525617758,4.0755196487042324
MA010120220812903684,싸다카이,소매,섬유·의복·신발 소매,중구,2711057500,성내2동,2711065000,대구광역시 중구 남산2동,128.593342554172,35.864424266825,188.59244919554598
MA010120220812916279,렌즈미,소매,안경·정밀기기 소매,중구,2711057500,성내2동,2711065000,대구광역시 중구 남산2동,128.593342554172,35.864424266825,188.59244919554598
MA010120220812902620,일공공한의원,보건의료,의원,수성구,2726065100,지산1동,2726060100,대구광역시 수성구 황금1동,128.629817157591,35.8388561318818,20.930139609235887
MA010120220812997864,도연농부,음식,기타 간이,수성구,2726057000,수성1가동,2726061000,대구광역시 수성구 중동,128.612039754793,35.8490626263405,2.8165756493766296
MA010120220812904679,아이트랜드안경.위드렌즈,소매,안경·정밀기기 소매,달서구,2729055000,두류3동,2729055500,대구광역시 달서구 감삼동,128.548514597013,35.8540435557535,25.504548046175714
MA010120220812994062,제이우뷰티,수리·개인,이용·미용,달서구,2729061500,진천동,2729060100,대구광역시 달서구 월성1동,128.524891117281,35.8169567361623,3.946815778179301
MA010120220813032136,해프닝,소매,섬유·의복·신발 소매,중구,2711056500,성내1동,2711054500,대구광역시 중구 삼덕동,128.596111287197,35.8666854222698,20.56935406100351
MA010120220812998822,반함예쁘다,소매,종합 소매,중구,2711056500,성내1동,2711054500,대구광역시 중구 삼덕동,128.598141375895,35.867992119125,40.035276832490474
MA010120220812915081,불로진배기24시,음식,한식,동구,2714065500,동촌동,2714064000,대구광역시 동구 지저동,128.644611798519,35.8944709200867,30.57964173979011
MA010120220812950037,오렌지,소매,섬유·의복·신발 소매,중구,2711057500,성내2동,2711065000,대구광역시 중구 남산2동,128.593342554172,35.864424266825,188.59244919554598
MA010120220813103794,미모델링,수리·개인,이용·미용,중구,2711057500,성내2동,2711065000,대구광역시 중구 남산2동,128.593342554172,35.864424266825,188.59244919554598
MA010120220813142710,모던네일,수리·개인,이용·미용,중구,2711057500,성내2동,2711065000,대구광역시 중구 남산2동,128.593342554172,35.864424266825,188.59244919554598
MA010120220813082298,하우스터디대구감삼스터디카페,예술·스포츠,도서관·사적지,달서구,2729055000,두류3동,2729055500,대구광역시 달서구 감삼동,128.548514597013,35.8540435557535,25.504548046175714
MA010120220813177529,금발헤어,수리·개인,이용·미용,수성구,2726066100,범물1동,2726065100,대구광역시 수성구 지산1동,128.643602688536,35.8241779815653,59.1987776156344
MA010120220813160423,해나네일,수리·개인,이용·미용,중구,2711057500,성내2동,2711065000,대구광역시 중구 남산2동,128.593342554172,35.864424266825,188.59244919554598
MA010120220813063635,류센트,수리·개인,기타 개인,남구,2720053000,봉덕1동,2720051500,대구광역시 남구 이천동,128.597742855167,35.8497943098699,48.57334449573684
MA010120220813159902,피에스,음식,비알코올 ,중구,2711056500,성내1동,2711054500,대구광역시 중구 삼덕동,128.597098950178,35.8656990586793,16.520109813673198
MA010120220813114432,총각,음식,구내식당·뷔페,달서구,2729057700,이곡2동,2729058500,대구광역시 달서구 신당동,128.492618817673,35.8371514160407,664.2359912730477
MA010120220813054685,사랑이샵,소매,기타 생활용품 소매,달서구,2729055500,감삼동,2729056300,대구광역시 달서구 죽전동,128.545177924444,35.8543658778125,106.29005506394931
MA010120220813138119,커피바이트,음식,비알코올 ,달서구,2729055500,감삼동,2729056300,대구광역시 달서구 죽전동,128.542453310708,35.8525715534921,36.44320296190082
MA010120220813179843,라솝,소매,섬유·의복·신발 소매,중구,2711056500,성내1동,2711054500,대구광역시 중구 삼덕동,128.595586163551,35.8669987881214,7.416756422431015
MA010120220813075075,못난이식당,음식,한식,동구,2714073000,안심2동,2714068500,대구광역시 동구 해안동,128.677448517558,35.8776791880708,5.346127724973963
MA010120220813112352,설카페,음식,비알코올 ,남구,2720054000,봉덕2동,2720055000,대구광역시 남구 봉덕3동,128.601273767308,35.8354821579818,18.979086558124383
MA010120220813141915,박가네장어,음식,한식,동구,2714065500,동촌동,2714064000,대구광역시 동구 지저동,128.644251730106,35.8941965003334,45.81827253044456
MA010120220813121476,홍주다방,음식,비알코올 ,서구,2717059000,비산5동,2717061000,대구광역시 서구 비산7동,128.563888305778,35.8877635746212,13.591827114954256
MA010120220813074145,수성복국,음식,한식,수성구,2726059000,수성4가동,2726057000,대구광역시 수성구 수성1가동,128.613082191362,35.8600876302153,17.601737413254796
MA010120220813200338,혁신에스에스,소매,연료 소매,동구,2714073000,안심2동,2714075500,대구광역시 동구 혁신동,128.708575585526,35.878321716294,56.86840928556307
MA010120220813109565,스파크,과학·기술,전문 디자인,중구,2711056500,성내1동,2711054500,대구광역시 중구 삼덕동,128.598141375895,35.867992119125,40.035276832490474
MA010120220813199220,이투커피앤요리학원,교육,기타 교육,달서구,2729055500,감삼동,2729056300,대구광역시 달서구 죽전동,128.542051781358,35.8524145009007,36.83596622868855
MA010120220813209093,8월,과학·기술,전문 디자인,동구,2714060000,효목2동,2714054000,대구광역시 동구 신암4동,128.636123693774,35.8807814985143,27.78128077279524
MA010120220813136041,태검커뮤니케이션,과학·기술,본사·경영 컨설팅,남구,2720057100,대명2동,2711064000,대구광역시 중구 남산1동,128.590133789037,35.8567529888649,7.15574885872854
MA010120220813237819,신성기업,소매,가구 소매,수성구,2726059000,수성4가동,2726057000,대구광역시 수성구 수성1가동,128.609861417474,35.8612122099842,0.42828020588200383
MA010120220813242426,삼협건축사사무소,과학·기술,기술 서비스,중구,2711056500,성내1동,2711069000,대구광역시 중구 대봉2동,128.598203345693,35.8600522216452,18.744454099081995
MA010120220813278657,바른정치과의원,보건의료,의원,남구,2720054000,봉덕2동,2720053000,대구광역시 남구 봉덕1동,128.603750756443,35.8441812255198,53.209262387566135
MA010120220813374898,경주떡방앗간,음식,기타 간이,달서구,2729057100,용산1동,2729056300,대구광역시 달서구 죽전동,128.533624130263,35.8510535052834,1.4409273894319874
MA010120220813281496,옛날장터국밥,음식,한식,남구,2720066000,대명11동,2720061000,대구광역시 남구 대명6동,128.561621037055,35.8371305078035,7.429994061926822
MA010120220813378357,제이네일,수리·개인,이용·미용,달서구,2729055500,감삼동,2729056300,대구광역시 달서구 죽전동,128.541121780448,35.852976138326,129.83141119799362
MA010120220813342755,길짜장,음식,중식,동구,2714074700,안심4동,2714072000,대구광역시 동구 안심1동,128.708408856655,35.8700427390608,8.702569743738925
MA010120220813290122,대구반월당빽다방,음식,비알코올 ,중구,2711057500,성내2동,2711065000,대구광역시 중구 남산2동,128.593342554172,35.864424266825,188.59244919554598
MA010120220813385718,사진관집,과학·기술,사진 촬영,달서구,2729056300,죽전동,2717054000,대구광역시 서구 내당4동,128.547508316466,35.8558047569548,90.07060867797144
MA010120220813324281,뽕산베이프,소매,담배 소매,중구,2711054500,삼덕동,2711056500,대구광역시 중구 성내1동,128.599778886441,35.8640863936773,2.763812589881903
